created_at,date,hours,project,description,rate,consultant
2019-01-10 10:00:00,2019-06-28,4,_Vacation,,Vacation,Evan You
2019-01-10 10:00:00,2019-07-01,3,_Sick Day,,Sick Day,Evan You
2019-01-10 10:00:00,2019-07-01,3,_Personal Day,,Personal Day,Evan You
2019-01-10 10:00:00,2019-07-01,2,_Unpaid Leave,,Unpaid Leave,Evan You
2019-01-10 10:00:00,2019-06-25,6,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-06-26,13,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-06-27,4,_Training,Core concepts,Standard,John Leider
2019-01-10 10:00:00,2019-06-27,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,John Leider
2019-01-10 10:00:00,2019-06-27,3,_Travel Time,Commute to Toronto,Standard,John Leider
2019-01-10 10:00:00,2019-06-27,3,_Project management,Publish rules for project controbutors,Standard,John Leider
2019-01-10 10:00:00,2019-06-28,4,_Sick,,Sick,John Leider
2019-01-10 10:00:00,2019-06-28,4,_Vacation,,Vacation,John Leider
2019-01-10 10:00:00,2019-07-01,3,_Sick Day,,Sick Day,John Leider
2019-01-10 10:00:00,2019-07-01,3,_Personal Day,,Personal Day,John Leider
2019-01-10 10:00:00,2019-07-01,2,_Unpaid Leave,,Unpaid Leave,John Leider
2019-01-10 10:00:00,2019-06-25,6,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-06-26,13,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-06-27,4,_Training,Core concepts,Standard,Russ Cox
2019-01-10 10:00:00,2019-06-27,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Russ Cox
2019-01-10 10:00:00,2019-06-27,3,_Travel Time,Commute to Toronto,Standard,Russ Cox
2019-01-10 10:00:00,2019-06-27,3,_Project management,Publish rules for project controbutors,Standard,Russ Cox
2019-01-10 10:00:00,2019-06-28,4,_Sick,,Sick,Russ Cox
2019-01-10 10:00:00,2019-06-28,4,_Vacation,,Vacation,Russ Cox
2019-01-10 10:00:00,2019-07-01,3,_Sick Day,,Sick Day,Russ Cox
2019-01-10 10:00:00,2019-07-01,3,_Personal Day,,Personal Day,Russ Cox
2019-01-10 10:00:00,2019-07-01,2,_Unpaid Leave,,Unpaid Leave,Russ Cox
2019-01-10 10:00:00,2019-06-25,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-06-26,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-06-27,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-06-27,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-06-27,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-06-27,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-06-28,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-06-28,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-07-01,3,_Sick Day,,Sick Day,Stanislav Valasek
2019-01-10 10:00:00,2019-07-01,3,_Personal Day,,Personal Day,Stanislav Valasek
2019-01-10 10:00:00,2019-07-01,2,_Unpaid Leave,,Unpaid Leave,Stanislav Valasek
2019-01-10 10:00:00,2019-07-02,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-02,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-04,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-04,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-04,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-04,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-05,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-07-05,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-07-02,6,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-07-03,13,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-07-04,4,_Training,Core concepts,Standard,Evan You
2019-01-10 10:00:00,2019-07-04,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Evan You
2019-01-10 10:00:00,2019-07-04,3,_Travel Time,Commute to Toronto,Standard,Evan You
2019-01-10 10:00:00,2019-07-04,3,_Project management,Publish rules for project controbutors,Standard,Evan You
2019-01-10 10:00:00,2019-07-05,4,_Sick,,Sick,Evan You
2019-01-10 10:00:00,2019-07-05,4,_Vacation,,Vacation,Evan You
2019-01-10 10:00:00,2019-07-08,3,_Sick Day,,Sick Day,Evan You
2019-01-10 10:00:00,2019-07-08,3,_Personal Day,,Personal Day,Evan You
2019-01-10 10:00:00,2019-07-08,2,_Unpaid Leave,,Unpaid Leave,Evan You
2019-01-10 10:00:00,2019-07-02,6,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-07-03,13,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-07-04,4,_Training,Core concepts,Standard,John Leider
2019-01-10 10:00:00,2019-07-04,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,John Leider
2019-01-10 10:00:00,2019-07-04,3,_Travel Time,Commute to Toronto,Standard,John Leider
2019-01-10 10:00:00,2019-07-04,3,_Project management,Publish rules for project controbutors,Standard,John Leider
2019-01-10 10:00:00,2019-07-05,4,_Sick,,Sick,John Leider
2019-01-10 10:00:00,2019-07-05,4,_Vacation,,Vacation,John Leider
2019-01-10 10:00:00,2019-07-08,3,_Sick Day,,Sick Day,John Leider
2019-01-10 10:00:00,2019-07-08,3,_Personal Day,,Personal Day,John Leider
2019-01-10 10:00:00,2019-07-08,2,_Unpaid Leave,,Unpaid Leave,John Leider
2019-01-10 10:00:00,2019-07-02,6,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-03,13,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-04,4,_Training,Core concepts,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-04,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-04,3,_Travel Time,Commute to Toronto,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-04,3,_Project management,Publish rules for project controbutors,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-05,4,_Sick,,Sick,Russ Cox
2019-01-10 10:00:00,2019-07-05,4,_Vacation,,Vacation,Russ Cox
2019-01-10 10:00:00,2019-07-08,3,_Sick Day,,Sick Day,Russ Cox
2019-01-10 10:00:00,2019-07-08,3,_Personal Day,,Personal Day,Russ Cox
2019-01-10 10:00:00,2019-07-08,2,_Unpaid Leave,,Unpaid Leave,Russ Cox
2019-01-10 10:00:00,2019-07-02,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-03,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-04,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-04,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-04,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-04,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-05,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-07-05,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-07-08,3,_Sick Day,,Sick Day,Stanislav Valasek
2019-01-10 10:00:00,2019-07-08,3,_Personal Day,,Personal Day,Stanislav Valasek
2019-01-10 10:00:00,2019-07-08,2,_Unpaid Leave,,Unpaid Leave,Stanislav Valasek
2019-01-10 10:00:00,2019-07-09,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-09,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-11,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-11,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-11,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-11,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-12,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-07-12,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-07-09,6,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-07-10,13,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-07-11,4,_Training,Core concepts,Standard,Evan You
2019-01-10 10:00:00,2019-07-11,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Evan You
2019-01-10 10:00:00,2019-07-11,3,_Travel Time,Commute to Toronto,Standard,Evan You
2019-01-10 10:00:00,2019-07-11,3,_Project management,Publish rules for project controbutors,Standard,Evan You
2019-01-10 10:00:00,2019-07-12,4,_Sick,,Sick,Evan You
2019-01-10 10:00:00,2019-07-12,4,_Vacation,,Vacation,Evan You
2019-01-10 10:00:00,2019-07-15,3,_Sick Day,,Sick Day,Evan You
2019-01-10 10:00:00,2019-07-15,3,_Personal Day,,Personal Day,Evan You
2019-01-10 10:00:00,2019-07-15,2,_Unpaid Leave,,Unpaid Leave,Evan You
2019-01-10 10:00:00,2019-07-09,6,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-07-10,13,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-07-11,4,_Training,Core concepts,Standard,John Leider
2019-01-10 10:00:00,2019-07-11,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,John Leider
2019-01-10 10:00:00,2019-07-11,3,_Travel Time,Commute to Toronto,Standard,John Leider
2019-01-10 10:00:00,2019-07-11,3,_Project management,Publish rules for project controbutors,Standard,John Leider
2019-01-10 10:00:00,2019-07-12,4,_Sick,,Sick,John Leider
2019-01-10 10:00:00,2019-07-12,4,_Vacation,,Vacation,John Leider
2019-01-10 10:00:00,2019-07-15,3,_Sick Day,,Sick Day,John Leider
2019-01-10 10:00:00,2019-07-15,3,_Personal Day,,Personal Day,John Leider
2019-01-10 10:00:00,2019-07-15,2,_Unpaid Leave,,Unpaid Leave,John Leider
2019-01-10 10:00:00,2019-07-09,6,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-10,13,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-11,4,_Training,Core concepts,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-11,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-11,3,_Travel Time,Commute to Toronto,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-11,3,_Project management,Publish rules for project controbutors,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-12,4,_Sick,,Sick,Russ Cox
2019-01-10 10:00:00,2019-07-12,4,_Vacation,,Vacation,Russ Cox
2019-01-10 10:00:00,2019-07-15,3,_Sick Day,,Sick Day,Russ Cox
2019-01-10 10:00:00,2019-07-15,3,_Personal Day,,Personal Day,Russ Cox
2019-01-10 10:00:00,2019-07-15,2,_Unpaid Leave,,Unpaid Leave,Russ Cox
2019-01-10 10:00:00,2019-07-09,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-10,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-11,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-11,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-11,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-11,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-12,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-07-12,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-07-15,3,_Sick Day,,Sick Day,Stanislav Valasek
2019-01-10 10:00:00,2019-07-15,3,_Personal Day,,Personal Day,Stanislav Valasek
2019-01-10 10:00:00,2019-07-15,2,_Unpaid Leave,,Unpaid Leave,Stanislav Valasek
2019-01-10 10:00:00,2019-07-16,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-16,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-18,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-18,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-18,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-18,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-19,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-07-19,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-07-16,6,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-07-17,13,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-07-18,4,_Training,Core concepts,Standard,Evan You
2019-01-10 10:00:00,2019-07-18,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Evan You
2019-01-10 10:00:00,2019-07-18,3,_Travel Time,Commute to Toronto,Standard,Evan You
2019-01-10 10:00:00,2019-07-18,3,_Project management,Publish rules for project controbutors,Standard,Evan You
2019-01-10 10:00:00,2019-07-19,4,_Sick,,Sick,Evan You
2019-01-10 10:00:00,2019-07-19,4,_Vacation,,Vacation,Evan You
2019-01-10 10:00:00,2019-07-22,3,_Sick Day,,Sick Day,Evan You
2019-01-10 10:00:00,2019-07-22,3,_Personal Day,,Personal Day,Evan You
2019-01-10 10:00:00,2019-07-22,2,_Unpaid Leave,,Unpaid Leave,Evan You
2019-01-10 10:00:00,2019-07-16,6,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-07-17,13,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-07-18,4,_Training,Core concepts,Standard,John Leider
2019-01-10 10:00:00,2019-07-18,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,John Leider
2019-01-10 10:00:00,2019-07-18,3,_Travel Time,Commute to Toronto,Standard,John Leider
2019-01-10 10:00:00,2019-07-18,3,_Project management,Publish rules for project controbutors,Standard,John Leider
2019-01-10 10:00:00,2019-07-19,4,_Sick,,Sick,John Leider
2019-01-10 10:00:00,2019-07-19,4,_Vacation,,Vacation,John Leider
2019-01-10 10:00:00,2019-07-22,3,_Sick Day,,Sick Day,John Leider
2019-01-10 10:00:00,2019-07-22,3,_Personal Day,,Personal Day,John Leider
2019-01-10 10:00:00,2019-07-22,2,_Unpaid Leave,,Unpaid Leave,John Leider
2019-01-10 10:00:00,2019-07-16,6,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-17,13,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-18,4,_Training,Core concepts,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-18,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-18,3,_Travel Time,Commute to Toronto,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-18,3,_Project management,Publish rules for project controbutors,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-19,4,_Sick,,Sick,Russ Cox
2019-01-10 10:00:00,2019-07-19,4,_Vacation,,Vacation,Russ Cox
2019-01-10 10:00:00,2019-07-22,3,_Sick Day,,Sick Day,Russ Cox
2019-01-10 10:00:00,2019-07-22,3,_Personal Day,,Personal Day,Russ Cox
2019-01-10 10:00:00,2019-07-22,2,_Unpaid Leave,,Unpaid Leave,Russ Cox
2019-01-10 10:00:00,2019-07-16,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-17,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-18,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-18,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-18,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-18,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-19,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-07-19,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-07-22,3,_Sick Day,,Sick Day,Stanislav Valasek
2019-01-10 10:00:00,2019-07-22,3,_Personal Day,,Personal Day,Stanislav Valasek
2019-01-10 10:00:00,2019-07-22,2,_Unpaid Leave,,Unpaid Leave,Stanislav Valasek
2019-01-10 10:00:00,2019-07-23,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-23,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-25,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-25,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-25,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-25,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-26,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-07-26,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-07-23,6,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-07-24,13,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-07-25,4,_Training,Core concepts,Standard,Evan You
2019-01-10 10:00:00,2019-07-25,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Evan You
2019-01-10 10:00:00,2019-07-25,3,_Travel Time,Commute to Toronto,Standard,Evan You
2019-01-10 10:00:00,2019-07-25,3,_Project management,Publish rules for project controbutors,Standard,Evan You
2019-01-10 10:00:00,2019-07-26,4,_Sick,,Sick,Evan You
2019-01-10 10:00:00,2019-07-26,4,_Vacation,,Vacation,Evan You
2019-01-10 10:00:00,2019-07-29,3,_Sick Day,,Sick Day,Evan You
2019-01-10 10:00:00,2019-07-29,3,_Personal Day,,Personal Day,Evan You
2019-01-10 10:00:00,2019-07-29,2,_Unpaid Leave,,Unpaid Leave,Evan You
2019-01-10 10:00:00,2019-07-23,6,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-07-24,13,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-07-25,4,_Training,Core concepts,Standard,John Leider
2019-01-10 10:00:00,2019-07-25,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,John Leider
2019-01-10 10:00:00,2019-07-25,3,_Travel Time,Commute to Toronto,Standard,John Leider
2019-01-10 10:00:00,2019-07-25,3,_Project management,Publish rules for project controbutors,Standard,John Leider
2019-01-10 10:00:00,2019-07-26,4,_Sick,,Sick,John Leider
2019-01-10 10:00:00,2019-07-26,4,_Vacation,,Vacation,John Leider
2019-01-10 10:00:00,2019-07-29,3,_Sick Day,,Sick Day,John Leider
2019-01-10 10:00:00,2019-07-29,3,_Personal Day,,Personal Day,John Leider
2019-01-10 10:00:00,2019-07-29,2,_Unpaid Leave,,Unpaid Leave,John Leider
2019-01-10 10:00:00,2019-07-23,6,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-24,13,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-25,4,_Training,Core concepts,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-25,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-25,3,_Travel Time,Commute to Toronto,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-25,3,_Project management,Publish rules for project controbutors,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-26,4,_Sick,,Sick,Russ Cox
2019-01-10 10:00:00,2019-07-26,4,_Vacation,,Vacation,Russ Cox
2019-01-10 10:00:00,2019-07-29,3,_Sick Day,,Sick Day,Russ Cox
2019-01-10 10:00:00,2019-07-29,3,_Personal Day,,Personal Day,Russ Cox
2019-01-10 10:00:00,2019-07-29,2,_Unpaid Leave,,Unpaid Leave,Russ Cox
2019-01-10 10:00:00,2019-07-23,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-24,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-25,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-25,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-25,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-25,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-26,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-07-26,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-07-29,3,_Sick Day,,Sick Day,Stanislav Valasek
2019-01-10 10:00:00,2019-07-29,3,_Personal Day,,Personal Day,Stanislav Valasek
2019-01-10 10:00:00,2019-07-29,2,_Unpaid Leave,,Unpaid Leave,Stanislav Valasek
2019-01-10 10:00:00,2019-07-30,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-30,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-08-01,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-08-01,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-08-01,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-08-01,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-08-02,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-08-02,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-07-30,6,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-07-31,13,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-08-01,4,_Training,Core concepts,Standard,Evan You
2019-01-10 10:00:00,2019-08-01,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Evan You
2019-01-10 10:00:00,2019-08-01,3,_Travel Time,Commute to Toronto,Standard,Evan You
2019-01-10 10:00:00,2019-08-01,3,_Project management,Publish rules for project controbutors,Standard,Evan You
2019-01-10 10:00:00,2019-08-02,4,_Sick,,Sick,Evan You
2019-01-10 10:00:00,2019-08-02,4,_Vacation,,Vacation,Evan You
2019-01-10 10:00:00,2019-08-05,3,_Sick Day,,Sick Day,Evan You
2019-01-10 10:00:00,2019-08-05,3,_Personal Day,,Personal Day,Evan You
2019-01-10 10:00:00,2019-08-05,2,_Unpaid Leave,,Unpaid Leave,Evan You
2019-01-10 10:00:00,2019-07-30,6,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-07-31,13,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-08-01,4,_Training,Core concepts,Standard,John Leider
2019-01-10 10:00:00,2019-08-01,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,John Leider
2019-01-10 10:00:00,2019-08-01,3,_Travel Time,Commute to Toronto,Standard,John Leider
2019-01-10 10:00:00,2019-08-01,3,_Project management,Publish rules for project controbutors,Standard,John Leider
2019-01-10 10:00:00,2019-08-02,4,_Sick,,Sick,John Leider
2019-01-10 10:00:00,2019-08-02,4,_Vacation,,Vacation,John Leider
2019-01-10 10:00:00,2019-08-05,3,_Sick Day,,Sick Day,John Leider
2019-01-10 10:00:00,2019-08-05,3,_Personal Day,,Personal Day,John Leider
2019-01-10 10:00:00,2019-08-05,2,_Unpaid Leave,,Unpaid Leave,John Leider
2019-01-10 10:00:00,2019-07-30,6,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-07-31,13,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-08-01,4,_Training,Core concepts,Standard,Russ Cox
2019-01-10 10:00:00,2019-08-01,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Russ Cox
2019-01-10 10:00:00,2019-08-01,3,_Travel Time,Commute to Toronto,Standard,Russ Cox
2019-01-10 10:00:00,2019-08-01,3,_Project management,Publish rules for project controbutors,Standard,Russ Cox
2019-01-10 10:00:00,2019-08-02,4,_Sick,,Sick,Russ Cox
2019-01-10 10:00:00,2019-08-02,4,_Vacation,,Vacation,Russ Cox
2019-01-10 10:00:00,2019-08-05,3,_Sick Day,,Sick Day,Russ Cox
2019-01-10 10:00:00,2019-08-05,3,_Personal Day,,Personal Day,Russ Cox
2019-01-10 10:00:00,2019-08-05,2,_Unpaid Leave,,Unpaid Leave,Russ Cox
2019-01-10 10:00:00,2019-07-30,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-07-31,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-08-01,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-08-01,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-08-01,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-08-01,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-08-02,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-08-02,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-08-05,3,_Sick Day,,Sick Day,Stanislav Valasek
